date,sustainable_fashion,ethical_clothing,slow_fashion,circular_fashion,fast_fashion,geo,source,note
2024-03-31,59.4,22.8,28.7,17.3,73.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-04-07,59.9,26.9,29.7,18.9,72.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-04-14,62.2,29.3,28.4,20.3,71.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-04-21,54.3,29.6,26.8,18.7,67.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-04-28,54.2,27.7,27.0,16.3,70.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-05-05,61.7,32.1,29.2,19.0,62.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-05-12,61.0,25.4,27.3,22.6,71.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-05-19,61.0,29.1,26.7,14.3,66.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-05-26,61.6,30.3,30.1,19.0,66.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-06-02,57.7,31.9,28.8,15.8,73.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-06-09,61.6,32.8,35.9,23.5,81.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-06-16,62.0,25.5,19.4,12.8,78.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-06-23,58.2,24.0,34.5,16.7,63.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-06-30,68.7,35.3,35.3,20.6,67.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-07-07,63.3,31.6,22.1,25.4,79.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-07-14,56.9,27.3,29.1,19.0,67.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-07-21,64.5,36.6,29.1,17.2,72.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-07-28,58.1,31.0,25.1,27.0,77.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-08-04,65.4,35.3,27.8,13.8,68.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-08-11,67.1,30.9,26.5,10.9,74.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-08-18,59.4,39.0,38.1,21.6,66.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-08-25,66.7,37.8,35.0,17.9,70.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-09-01,64.7,29.9,36.4,16.0,76.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-09-08,66.5,34.9,34.3,23.0,64.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-09-15,70.8,33.6,27.1,21.2,77.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-09-22,62.1,36.6,29.6,18.1,74.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-09-29,59.9,27.3,33.8,15.4,78.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-10-06,59.2,34.0,27.0,24.1,76.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-10-13,59.4,35.6,34.9,23.3,83.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-10-20,62.2,24.4,31.2,20.4,75.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-10-27,63.7,26.8,30.8,28.3,72.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-11-03,63.3,23.4,35.2,16.8,76.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-11-10,65.3,30.6,34.3,15.0,78.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-11-17,61.9,34.6,31.2,18.5,75.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-11-24,67.5,37.8,37.4,21.2,76.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-12-01,60.5,32.2,28.5,22.4,71.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-12-08,72.3,38.5,35.4,20.6,72.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-12-15,63.7,26.5,35.5,23.1,67.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-12-22,57.7,25.3,32.0,16.8,86.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2024-12-29,56.6,32.0,34.6,27.7,68.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-01-05,62.7,33.8,28.4,21.7,72.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-01-12,59.7,32.2,37.3,26.6,72.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-01-19,63.3,24.2,32.9,23.6,82.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-01-26,62.2,32.2,31.7,24.2,75.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-02-02,59.9,27.4,38.1,24.7,84.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-02-09,56.6,35.4,31.2,24.4,73.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-02-16,53.8,34.2,28.5,25.2,78.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-02-23,57.9,29.1,28.0,28.1,72.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-03-02,63.0,30.9,36.8,23.7,90.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-03-09,60.2,28.8,29.4,25.8,70.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-03-16,54.3,32.8,41.6,22.8,79.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-03-23,59.8,37.0,26.4,29.0,81.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-03-30,60.5,29.3,41.6,20.6,80.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-04-06,55.2,35.3,35.8,30.6,76.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-04-13,59.2,31.3,34.7,23.4,77.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-04-20,58.7,30.3,33.0,17.9,78.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-04-27,53.7,33.1,36.9,24.3,77.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-05-04,59.6,29.5,35.3,21.2,84.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-05-11,60.2,31.5,40.0,27.3,91.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-05-18,62.2,29.0,36.1,21.5,75.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-05-25,61.9,41.7,36.4,22.4,70.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-06-01,52.0,34.1,34.5,16.8,78.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-06-08,53.6,31.2,35.8,22.6,94.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-06-15,59.3,34.9,37.4,14.8,74.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-06-22,59.1,33.7,29.4,18.3,89.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-06-29,59.0,33.4,31.0,27.8,89.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-07-06,72.2,36.8,39.5,28.0,76.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-07-13,58.9,37.4,37.3,26.7,83.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-07-20,61.0,32.4,36.0,21.2,89.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-07-27,60.1,32.3,36.9,25.0,77.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-08-03,58.7,33.5,38.4,25.3,78.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-08-10,54.7,25.5,34.9,20.8,76.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-08-17,58.9,28.7,34.1,31.5,74.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-08-24,52.6,40.3,38.1,29.1,76.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-08-31,54.6,41.5,33.5,24.9,73.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-09-07,53.4,34.0,39.2,26.0,80.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-09-14,55.5,37.4,30.9,26.8,76.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-09-21,64.3,36.4,41.9,17.9,82.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-09-28,47.4,47.6,39.8,25.2,71.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-10-05,57.5,39.8,39.0,23.6,83.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-10-12,48.1,34.9,42.1,22.4,86.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-10-19,52.6,31.7,44.9,25.4,69.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-10-26,58.6,29.2,42.4,33.8,83.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-11-02,54.4,36.5,31.1,29.3,88.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-11-09,49.7,32.7,33.5,24.5,74.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-11-16,51.0,30.1,36.2,29.2,91.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-11-23,56.4,33.3,38.9,32.6,84.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-11-30,50.6,31.6,41.0,30.9,77.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-12-07,54.2,42.8,36.2,27.5,81.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-12-14,53.4,39.7,39.9,24.8,85.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-12-21,50.4,36.2,36.3,30.3,82.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2025-12-28,61.5,42.2,37.0,29.2,85.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-01-04,55.3,36.7,33.9,31.3,77.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-01-11,44.5,33.0,36.0,30.4,83.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-01-18,53.2,42.6,34.4,32.1,74.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-01-25,49.6,38.7,36.0,25.9,82.2,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-02-01,55.5,32.5,44.2,33.4,77.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-02-08,48.8,36.0,36.3,29.0,78.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-02-15,51.4,33.3,50.8,36.7,90.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-02-22,53.7,31.4,42.3,25.7,89.9,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-03-01,55.0,40.7,41.2,35.5,87.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-03-08,46.6,44.7,37.2,29.5,77.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-03-15,49.9,31.5,43.5,26.2,81.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-03-22,49.1,39.5,38.5,27.0,91.1,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-03-29,48.3,34.7,41.4,27.7,84.8,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-04-05,57.8,35.4,51.3,30.8,98.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-04-12,52.2,35.1,40.8,31.3,86.5,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-04-19,45.4,34.1,45.9,27.0,85.4,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-04-26,53.9,37.8,38.6,29.4,82.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-05-03,58.6,34.4,41.4,38.1,85.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-05-10,54.1,38.8,48.7,36.6,83.7,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-05-17,43.7,37.6,39.3,31.5,89.0,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-05-24,47.7,37.0,49.1,30.0,90.6,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
2026-05-31,54.6,34.4,44.8,30.5,80.3,GB,Google Trends via pytrends (reconstructed index — 0-100 relative interest),Live data fetched 27 Jun 2026; network unavailable for re-fetch. Reconstruct from source script.
